"OPE ID","Institution Name","Institution City","Institution State","Institution Type And Control","Total Awards","Total Recipients"
"3702300","DELAWARE LEARNING INSTITUTE OF COSMETOLO","DAGSBORO","DE","Proprietary 2 Year","247907","63"
"142800","DELAWARE STATE UNIVERSITY","DOVER","DE","Public 4 Year","9129798","2101"
"1172700","DELAWARE TECHNICAL COMMUNITY COLLEGE","DOVER","DE","Public 4 Year","20520394","6800"
"143300","WESLEY COLLEGE","DOVER","DE","Private 4 Year","3804189","861"
"2125200","SCHOOL OF NURSING BEEBE MEDICAL CENTER","LEWES","DE","Private 2 Year","44315","14"
"794800","WILMINGTON UNIVERSITY","NEW CASTLE","DE","Private 4 Year","12724197","3613"
"4250300","HAIR ACADEMY SCHOOL OF BARBERING & BEAUT","NEWARK","DE","Proprietary 2 Year","29039","10"
"4171100","PAUL MITCHELL THE SCHOOL-DELAWARE","NEWARK","DE","Proprietary 2 Year","382201","108"
"2190400","SCHILLING DOUGLAS SCH OF HAIR DSGN","NEWARK","DE","Proprietary 2 Year","383034","107"
"143100","UNIVERSITY OF DELAWARE","NEWARK","DE","Public 4 Year","10926333","2665"
"3025800","DAWN TRAINING CENTRE","WILMINGTON","DE","Proprietary 2 Year","1359978","357"
"4139800","DELAWARE COLLEGE OF ART & DESIGN","WILMINGTON","DE","Private 2 Year","344707","77"
"142900","GOLDEY BEACOM COLLEGE","WILMINGTON","DE","Private 4 Year","1048631","260"
"3543300","HARRIS SCHOOL OF BUSINESS","WILMINGTON","DE","Proprietary 2 Year","1044225","317"
"3079900","CITY COLLEGE","ALTAMONTE SPRINGS","FL","Private 2 Year","1411915","407"
"3941300","AVE MARIA UNIVERSITY","AVE MARIA","FL","Private 4 Year","1254082","275"
"152200","SOUTH FLORIDA COMMUNITY COLLEGE","AVON PARK","FL","Public 4 Year","4657614","1407"
"154000","WEBBER INTERNATIONAL UNIVERSITY","BABSON PARK","FL","Private 4 Year","2636193","602"
"4116600","TAYLOR COLLEGE","BELLEVIEW","FL","Proprietary 2 Year","665205","170"
"4217800","BOCA BEAUTY ACADEMY","BOCA RATON","FL","Proprietary 2 Year","678269","222"
"4127400","DIGITAL MEDIA ARTS COLLEGE","BOCA RATON","FL","Proprietary 4 Year","997232","239"
"3108500","EVERGLADES UNIVERSITY","BOCA RATON","FL","Private 4 Year","4274126","1039"
"148100","FLORIDA ATLANTIC UNIVERSITY","BOCA RATON","FL","Public 4 Year","42000312","11137"
"4243600","INTERNATIONAL HAIR AND BARBER ACADEMY","BOCA RATON","FL","Proprietary 2 Year","150921","40"
"150500","LYNN UNIVERSITY","BOCA RATON","FL","Private 4 Year","1967468","442"
"4135000","COZMO THE SCHOOL","BONITA SPRINGS","FL","Proprietary 2 Year","167998","50"
"4234500","BURNETT INTERNATIONAL COLLEGE","BOYNTON BEACH","FL","Proprietary 2 Year","265807","58"
"2200100","BRADENTON BEAUTY & BARBER ACADEMY","BRADENTON","FL","Proprietary 2 Year","302707","87"
"561200","MANATEE TECHNICAL INSTITUTE","BRADENTON","FL","Public 2 Year","2403806","667"
"150400","STATE COLLEGE OF FLORIDA, MANATEE-SARASO","BRADENTON","FL","Public 4 Year","15955860","4660"
"3158300","LEE COUNTY HIGH TECH CENTER NORTH","CAPE CORAL","FL","Public 2 Year","550243","153"
"752600","WASHINGTON HOLMES TECHNICAL CENTER","CHIPLEY","FL","Public 2 Year","807757","241"
"4249400","CENTER FOR NEUROSOMATIC STUDIES","CLEARWATER","FL","Proprietary 2 Year","33725","8"
"3035900","NATIONAL AVIATION ACADEMY","CLEARWATER","FL","Proprietary 2 Year","3067915","706"
"560500","PINELLAS TECH ED CTR-CLEARWATER","CLEARWATER","FL","Public 2 Year","1682331","479"
"2524000","SUNSTATE ACADEMY OF HAIR DESIGN","CLEARWATER","FL","Proprietary 2 Year","1764920","480"
"3549300","ULTIMATE MEDICAL ACADEMY","CLEARWATER","FL","Private 2 Year","92660527","20659"
"147000","EASTERN FLORIDA STATE COLLEGE","COCOA","FL","Public 4 Year","24666206","7566"
"1226300","ATLANTIC TECHNICAL CENTER","COCONUT CREEK","FL","Public 2 Year","1236858","357"
"153600","UNIVERSITY OF MIAMI","CORAL GABLES","FL","Private 4 Year","7507411","1720"
"2325100","KEY COLLEGE","DANIA BEACH","FL","Proprietary 4 Year","151215","40"
"3003600","MCFATTER TECHNICAL CENTER","DAVIE","FL","Public 2 Year","1006237","270"
"177201","TRINITY INTERNATIONAL UNIVERSITY - SOUTH","DAVIE","FL","Private 4 Year","412530","150"
"146700","BETHUNE COOKMAN UNIVERSITY","DAYTONA BEACH","FL","Private 4 Year","14295658","3128"
"147500","DAYTONA STATE COLLEGE","DAYTONA BEACH","FL","Public 4 Year","27178046","8207"
"147900","EMBRY-RIDDLE AERONAUTICAL UNIV","DAYTONA BEACH","FL","Private 4 Year","18473949","5698"
"3611400","FLORIDA BARBER ACADEMY","DEERFIELD BEACH","FL","Proprietary 2 Year","1206110","363"
"3264300","SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGI","DEERFIELD BEACH","FL","Private 4 Year","370241","112"
"4146200","EMERALD COAST TECHNICAL COLLEGE","DEFUNIAK SPRINGS","FL","Public 2 Year","466472","143"
"153100","STETSON UNIVERSITY","DELAND","FL","Private 4 Year","4697554","1072"
"4083400","CAMBRIDGE INSTITUTE OF ALLIED HEALTH & T","DELRAY BEACH","FL","Proprietary 2 Year","1611679","393"
"4238400","FLORIDA INTERNATIONAL TRAINING INSTITUTE","DORAL","FL","Proprietary 2 Year","270835","82"
"4182500","MILLENNIA ATLANTIC UNIVERSITY","DORAL","FL","Proprietary 4 Year","36184","10"
"4216900","SAN IGNACIO COLLEGE","DORAL","FL","Proprietary 4 Year","117294","24"
"2228300","LAKE TECHNICAL CENTER","EUSTIS","FL","Public 2 Year","959187","281"
"3390300","LINCOLN TECHNICAL INSTITUTE","FERN PARK","FL","Proprietary 2 Year","122160","43"
"1019500","ART INSTITUTE OF FT LAUDERDALE","FORT LAUDERDALE","FL","Proprietary 4 Year","3628597","977"
"150000","BROWARD COLLEGE- DOWNTOWN CTR","FORT LAUDERDALE","FL","Public 4 Year","87629838","28569"
"2515400","CITY COLLEGE","FORT LAUDERDALE","FL","Private 4 Year","6214005","1715"
"2151900","KEISER  UNIVERSITY","FORT LAUDERDALE","FL","Private 4 Year","60719869","15054"
"150900","NOVA SOUTHEASTERN UNIVERSITY","FORT LAUDERDALE","FL","Private 4 Year","8836745","2148"
"4188300","FLORIDA ACADEMY","FORT MYERS","FL","Proprietary 2 Year","580465","164"
"3255300","FLORIDA GULF COAST UNIVERSITY","FORT MYERS","FL","Public 4 Year","18240787","4544"
"147700","FLORIDA SOUTHWESTERN STATE COLLEGE","FORT MYERS","FL","Public 4 Year","21791961","6220"
"2597100","HERITAGE INSTITUTE","FORT MYERS","FL","Proprietary 2 Year","2182378","573"
"755800","LEE COUNTY HIGH TECH CENTER CENTRAL","FORT MYERS","FL","Public 2 Year","1004308","287"
"4233400","LEE PROFESSIONAL INSTITUTE","FORT MYERS","FL","Proprietary 2 Year","256083","76"
"2278800","SOUTHWEST FLORIDA COLLEGE","FORT MYERS","FL","Proprietary 4 Year","4183089","1225"
"2326900","SUNSTATE ACADEMY OF HAIR DESIGN","FORT MYERS","FL","Proprietary 2 Year","1240748","376"
"3986300","AVIATOR COLLEGE OF AERONAUTICAL SCIENCE","FORT PIERCE","FL","Proprietary 2 Year","57957","21"
"2338400","FT PIERCE BEAUTY ACADEMY","FORT PIERCE","FL","Proprietary 2 Year","887190","295"
"149300","INDIAN RIVER STATE COLLEGE","FORT PIERCE","FL","Public 4 Year","27235464","8089"
"3230300","CHOICE HIGH SCHOOL AND TECHNICAL CENTER","FORT WALTON BEACH","FL","Public 2 Year","863677","236"
"4129900","FLORIDA SCHOOL OF MASSAGE","GAINESVILLE","FL","Proprietary 2 Year","348496","102"
"3856500","FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY","GAINESVILLE","FL","Private 2 Year","99163","32"
"4163100","SALON PROFESSIONAL ACADEMY (THE)","GAINESVILLE","FL","Proprietary 2 Year","277063","77"
"151900","SANTA FE COLLEGE","GAINESVILLE","FL","Public 4 Year","18919607","5438"
"153500","UNIVERSITY OF FLORIDA","GAINESVILLE","FL","Public 4 Year","46186561","11141"
"2159600","BAPTIST COLLEGE OF FLORIDA (THE)","GRACEVILLE","FL","Private 4 Year","1064847","287"
"4242000","LATIN BEAUTY ACADEMY","GREENACRES","FL","Proprietary 2 Year","251025","66"
"4148500","MEDICAL INSTITUTE OF PALM BEACH","GREENACRES","FL","Proprietary 2 Year","662719","175"
"3123900","SOUTHEASTERN COLLEGE","GREENACRES","FL","Proprietary 2 Year","3087772","850"
"3757300","ADVANCE SCIENCE INSTITUTE","HIALEAH","FL","Proprietary 2 Year","199270","49"
"3491400","AMERICAN ADVANCED TECHNICIANS INST","HIALEAH","FL","Proprietary 2 Year","289246","109"
"4170300","BEAUTY ACADEMY OF SOUTH FLORIDA","HIALEAH","FL","Proprietary 2 Year","951866","269"
"2283800","BEAUTY SCHOOLS OF AMERICA","HIALEAH","FL","Proprietary 2 Year","6870555","1946"
"3108600","COM-PU-MED VOCATIONAL CAREERS","HIALEAH","FL","Proprietary 2 Year","1910537","470"
"2547600","FLORIDA NATIONAL COLLEGE","HIALEAH","FL","Proprietary 4 Year","10319747","2692"
"4133900","FUTURA CAREER INSTITUTE","HIALEAH","FL","Proprietary 2 Year","951690","268"
"2287100","LA BELLE BEAUTY SCHOOL","HIALEAH","FL","Proprietary 2 Year","1033063","263"
"4244700","MED ACADEMY","HIALEAH","FL","Proprietary 2 Year","87264","18"
"4220200","MORE TECH INSTITUTE","HIALEAH","FL","Proprietary 2 Year","404992","111"
"2188900","HOBE SOUND BIBLE COLLEGE","HOBE SOUND","FL","Private 4 Year","481245","121"
"3012300","ASM BEAUTY WORLD ACADEMY","HOLLYWOOD","FL","Proprietary 2 Year","315538","95"
"4162500","HOLLYWOOD INSTITUTE OF BEAUTY CAREERS","HOLLYWOOD","FL","Proprietary 2 Year","2952567","858"
"990200","SHERIDAN TECHNICAL CENTER","HOLLYWOOD","FL","Public 2 Year","2507616","666"
"4150800","IMMOKALEE TECHNICAL CENTER","IMMOKALEE","FL","Public 2 Year","506442","140"
"2300900","WITHLACOOCHEE TECHNICAL INSTITUTE","INVERNESS","FL","Public 2 Year","759425","216"
"3985300","COMMERCIAL DIVING ACADEMY","JACKSONVILLE","FL","Proprietary 2 Year","844324","283"
"2089600","CONCORDE CAREER INSTITUTE","JACKSONVILLE","FL","Proprietary 2 Year","3804845","979"
"147800","EDWARD WATERS COLLEGE","JACKSONVILLE","FL","Private 4 Year","3850794","833"
"4229700","FIRST COAST BARBER ACADEMY","JACKSONVILLE","FL","Proprietary 2 Year","79128","21"
"148400","FLORIDA STATE COLLEGE AT JACKSONVILLE","JACKSONVILLE","FL","Public 4 Year","38243934","11916"
"3035800","HERITAGE INSTITUTE","JACKSONVILLE","FL","Proprietary 2 Year","1584770","458"
"3627400","JACKSONVILLE BEAUTY INSTITUTE","JACKSONVILLE","FL","Proprietary 2 Year","428462","122"
"149500","JACKSONVILLE UNIVERSITY","JACKSONVILLE","FL","Private 4 Year","3786130","963"
"149700","JONES COLLEGE","JACKSONVILLE","FL","Private 4 Year","1304725","376"
"4225000","PARISIAN SPA INSTITUTE","JACKSONVILLE","FL","Proprietary 2 Year","321192","94"
"2149900","PAUL MITCHELL THE SCHOOL-JACKSONVILLE","JACKSONVILLE","FL","Proprietary 2 Year","1366871","349"
"2616400","SANFORD-BROWN INSTITUTE","JACKSONVILLE","FL","Proprietary 2 Year","617830","178"
"4209500","SHEAR FINESSE HAIRSTYLING ACADEMY","JACKSONVILLE","FL","Proprietary 2 Year","84155","24"
"3553300","SOUTHEASTERN COLLEGE","JACKSONVILLE","FL","Proprietary 2 Year","519499","126"
"2598200","SOUTHERN CAREER COLLEGE","JACKSONVILLE","FL","Proprietary 4 Year","591836","176"
"841700","STENOTYPE INSTITUTE OF JACKSONVILLE","JACKSONVILLE","FL","Proprietary 2 Year","144872","60"
"910400","TONI & GUY HAIRDRESSING ACADEMY","JACKSONVILLE","FL","Proprietary 2 Year","198862","51"
"4029300","TRENDSETTERS OF FLORIDA SCHOOL OF BEAUTY","JACKSONVILLE","FL","Proprietary 2 Year","135328","43"
"3101900","TRINITY BAPTIST COLLEGE","JACKSONVILLE","FL","Private 4 Year","984792","241"
"984100","UNIVERSITY OF NORTH FLORIDA","JACKSONVILLE","FL","Public 4 Year","17285149","4750"
"148500","FLORIDA KEYS COMMUNITY COLLEGE","KEY WEST","FL","Public 2 Year","1099996","334"
"4126900","ACADEMY OF CAREER TRAINING","KISSIMMEE","FL","Proprietary 2 Year","440341","145"
"3127900","TECHNICAL EDUCATION CTR OSCEOLA","KISSIMMEE","FL","Public 2 Year","1492352","420"
"150100","FLORIDA GATEWAY COLLEGE","LAKE CITY","FL","Public 4 Year","3637864","1128"
"4106300","PALM BEACH ACADEMY OF HEALTH & BEAUTY","LAKE PARK","FL","Proprietary 2 Year","578887","197"
"884800","WARNER UNIVERSITY","LAKE WALES","FL","Private 4 Year","3059299","729"
"3113400","ACADEMY OF PALM BEACH","LAKE WORTH","FL","Proprietary 2 Year","81657","35"
"151200","PALM BEACH COMMUNITY COLLEGE","LAKE WORTH","FL","Public 4 Year","41927254","12784"
"148800","FLORIDA SOUTHERN COLLEGE","LAKELAND","FL","Private 4 Year","3008972","719"
"560800","MAYNARD A. TRAVISS CAREER CENTER","LAKELAND","FL","Public 2 Year","1181312","316"
"152100","SOUTHEASTERN UNIVERSITY","LAKELAND","FL","Private 4 Year","7173888","1725"
"4210800","ULTRASOUND MEDICAL INSTITUTE","LANTANA","FL","Proprietary 2 Year","33552","9"
"4016500","AMERICAN INSTITUTE OF BEAUTY","LARGO","FL","Proprietary 2 Year","867103","293"
"2314100","SCHILLER INTERNATIONAL UNIVERSITY","LARGO","FL","Proprietary 4 Year","546758","130"
"152800","ST. PETERSBURG COLLEGE","LARGO","FL","Public 4 Year","49949631","15597"
"3706300","AMERICAN INSTITUTE","LAUDERDALE LAKES","FL","Proprietary 2 Year","870123","263"
"4233600","MED-LIFE INSTITUTE","LAUDERDALE LAKES","FL","Proprietary 2 Year","23104","8"
"4156300","UNIVERSITY OF FORT LAUDERDALE","LAUDERHILL","FL","Private 4 Year","49311","17"
"3373300","BEACON COLLEGE","LEESBURG","FL","Private 4 Year","334750","80"
"150200","LAKE SUMTER COMMUNITY COLLEGE","LEESBURG","FL","Public 4 Year","5452676","1591"
"752500","SUWANNEE-HAMILTON AREA VOC TECH CTR","LIVE OAK","FL","Public 2 Year","485215","135"
"3842500","CAMBRIDGE INSTITUTE OF ALLIED HEALTH","LONGWOOD","FL","Proprietary 2 Year","683759","196"
"150800","NORTH FLORIDA COMMUNITY COLLEGE","MADISON","FL","Public 2 Year","2028616","649"
"2156300","MARGATE SCHOOL OF BEAUTY","MARGATE","FL","Proprietary 2 Year","112336","32"
"147200","CHIPOLA  COLLEGE","MARIANNA","FL","Public 4 Year","3050329","856"
"4195100","AMBIANCE BEAUTY & BARBER ACADEMY","MELBORNE","FL","Proprietary 2 Year","147845","46"
"146900","FLORIDA INSTITUTE OF TECHNOLOGY","MELBOURNE","FL","Private 4 Year","9444169","2750"
"2612700","SALON PROFESSIONAL ACADEMY - MELBOURNE,","MELBOURNE","FL","Proprietary 2 Year","394500","105"
"2499000","ACADEMY OF COSMETOLOGY","MERRITT ISLAND","FL","Proprietary 2 Year","422477","137"
"3414500","ACUPUNCTURE AND MASSAGE COLLEGE","MIAMI","FL","Proprietary 4 Year","275261","66"
"4192100","AMERICAN MEDICAL ACADEMY","MIAMI","FL","Proprietary 2 Year","340387","108"
"4233900","ATLANTIS UNIVERSITY","MIAMI","FL","Proprietary 4 Year","89561","20"
"4145900","CELEBRITY SCHOOL OF BEAUTY","MIAMI","FL","Proprietary 2 Year","970695","292"
"3071600","COLLEGE OF BUSINESS & TECHNOLOGY","MIAMI","FL","Proprietary 4 Year","3636038","897"
"4164600","D. A. DORSEY EDUCATIONAL CENTER","MIAMI","FL","Public 2 Year","272038","88"
"3832300","DADE MEDICAL COLLEGE","MIAMI","FL","Proprietary 4 Year","4905644","1320"
"3570400","ENGLISH CENTER (THE)","MIAMI","FL","Public 2 Year","111118","39"
"4164500","EUREKA INSTITUTE OF HEALTH AND BEAUTY","MIAMI","FL","Proprietary 2 Year","44113","10"
"2305800","FLORIDA CAREER COLLEGE","MIAMI","FL","Proprietary 2 Year","20481230","6134"
"3627600","FLORIDA EDUCATION INSTITUTE","MIAMI","FL","Proprietary 2 Year","1215541","314"
"963500","FLORIDA INTERNATIONAL UNIVERSITY","MIAMI","FL","Public 4 Year","87483630","21988"
"4206300","FLORIDA VOCATIONAL INSTITUTE","MIAMI","FL","Proprietary 2 Year","937502","264"
"4116400","FUTURE-TECH INSTITUTE","MIAMI","FL","Proprietary 2 Year","817301","207"
"3079800","GEORGE T BAKER AVIATION","MIAMI","FL","Public 2 Year","1091599","378"
"4223400","INTERAMERICAN TECHNICAL INSTITUTE","MIAMI","FL","Proprietary 2 Year","500885","151"
"3411400","INTERNATIONAL TRAINING CAREERS","MIAMI","FL","Private 2 Year","1194954","264"
"2573200","LA BELLE BEAUTY ACADEMY","MIAMI","FL","Proprietary 2 Year","1475053","403"
"558600","LINDSEY HOPKINS TECHNICAL ED CENTER","MIAMI","FL","Public 2 Year","1389764","408"
"4128400","MANAGEMENT RESOURCES INSTITUTE","MIAMI","FL","Proprietary 4 Year","2990828","759"
"3099600","MERCY HOSPITAL SCHOOL OF PRACTICAL NSG","MIAMI","FL","Proprietary 2 Year","184867","60"
"150604","MIAMI DADE COLLEGE - MEDICAL CAMPUS","MIAMI","FL","Public 4 Year","5306149","1583"
"150601","MIAMI DADE COLLEGE - NORTH CAMPUS","MIAMI","FL","Public 4 Year","31512809","8209"
"150603","MIAMI DADE COLLEGE - WOLFSON CAMPUS","MIAMI","FL","Public 4 Year","24017242","6207"
"150600","MIAMI DADE COLLEGE ADMINISTRATION ONLY","MIAMI","FL","Public 4 Year","82939265","22699"
"887800","MIAMI INTERNATIONAL UNIV ART&DESIGN","MIAMI","FL","Proprietary 4 Year","6136631","1565"
"3433400","NEW CONCEPT MASSAGE AND BEAUTY SCHO","MIAMI","FL","Proprietary 2 Year","486222","136"
"3224300","NEW PROFESSIONS TECHNICAL INSTITUTE","MIAMI","FL","Proprietary 2 Year","1901643","543"
"3089200","NOUVELLE INSTITUTE","MIAMI","FL","Proprietary 2 Year","2201662","608"
"4120400","PAUL MITCHELL THE SCHOOL MIAMI","MIAMI","FL","Proprietary 2 Year","277131","74"
"3114700","PRAXIS INSTITUTE","MIAMI","FL","Proprietary 2 Year","1821840","464"
"4143100","PROFESSIONAL HANDS INSTITUTE","MIAMI","FL","Proprietary 2 Year","872187","193"
"3348400","PROFESSIONAL TRAINING CENTERS","MIAMI","FL","Proprietary 4 Year","412244","146"
"2524200","ROBERT MORGAN EDUCATIONAL CENTER","MIAMI","FL","Public 2 Year","1011525","295"
"3696400","SABER","MIAMI","FL","Private 2 Year","2658900","602"
"3661400","SOUTH FLORIDA INSTITUTE OF TECHNOLO","MIAMI","FL","Proprietary 2 Year","6361051","1668"
"807500","ST JOHN VIANNEY COLLEGE SEMINARY","MIAMI","FL","Private 4 Year","88123","17"
"4225200","YECHANLAZ INSTITUTO VOCACIONAL","MIAMI","FL","Proprietary 2 Year","131716","44"
"3125600","MIAMI AD SCHOOL","MIAMI BEACH","FL","Proprietary 2 Year","105995","29"
"2508900","TALMUDIC COLLEGE OF FLORIDA","MIAMI BEACH","FL","Private 4 Year","72667","17"
"3256300","YESHIVA GEDOLAH RABBINICAL COLLEGE","MIAMI BEACH","FL","Private 4 Year","55800","10"
"4216600","AZURE COLLEGE","MIAMI GARDENS","FL","Proprietary 2 Year","164473","77"
"148600","FLORIDA MEMORIAL UNIVERSITY","MIAMI GARDENS","FL","Private 4 Year","5275996","1156"
"146800","ST THOMAS UNIVERSITY","MIAMI GARDENS","FL","Private 4 Year","1969193","433"
"4039300","SULLIVAN AND COGLIANO TRAINING CENTERS","MIAMI GARDENS","FL","Proprietary 2 Year","2161999","577"
"2316200","MIAMI LAKES TECHNICAL EDUCATION CTR","MIAMI LAKES","FL","Public 2 Year","976972","374"
"146600","BARRY UNIVERSITY","MIAMI SHORES","FL","Private 4 Year","8794752","2111"
"2293600","ADVANCED TECHNICAL CENTERS","MIAMI SPRINGS","FL","Private 2 Year","57786","20"
"2554200","RADFORD LOCKLIN TECH CENTER","MILTON","FL","Public 2 Year","525827","147"
"2275100","CONCORDE CAREER INSTITUTE","MIRAMAR","FL","Proprietary 2 Year","1982231","522"
"4233200","UNILATINA INTERNATIONAL COLLEGE","MIRAMAR","FL","Proprietary 4 Year","4903","1"
"3037500","HODGES UNIVERSITY","NAPLES","FL","Private 4 Year","7763510","2149"
"1323400","LORENZO WALKER INST OF TECHNOLOGY","NAPLES","FL","Public 2 Year","695542","190"
"4246900","PIBERRY INSTITUTE","NARANJA","FL","Proprietary 2 Year","111772","24"
"3018500","BENE'S INTERNATIONAL SCHOOL OF BEAUTY","NEW PORT RICHEY","FL","Proprietary 2 Year","1074221","344"
"4146300","MARCHMAN TECHNICAL EDUCATION CENTER","NEW PORT RICHEY","FL","Public 2 Year","690589","192"
"1065200","PASCO-HERNANDO COMMUNITY CLG","NEW PORT RICHEY","FL","Public 4 Year","18624924","5608"
"151000","NORTHWEST FLORIDA STATE COLLEGE","NICEVILLE","FL","Public 4 Year","6453204","1907"
"4167300","SALON PROFESSIONAL ACADEMY (THE)","NORTH FORT MYERS","FL","Proprietary 2 Year","130920","43"
"4214500","PRESTIGE HEALTH & BEAUTY SCIENCES ACADEM","NORTH MIAMI BEACH","FL","Proprietary 2 Year","79321","20"
"4207900","SAE INSTITUTE OF TECHNOLOGY - MIAMI","NORTH MIAMI BEACH","FL","Proprietary 2 Year","97486","29"
"4227500","MERRYFIELD SCHOOL OF PET GROOMING","OAKLAND PARK","FL","Proprietary 2 Year","140723","55"
"147100","COLLEGE OF CENTRAL FLORIDA","OCALA","FL","Public 4 Year","14657908","4345"
"3103900","MARION COUNTY COMMUNITY TECH & ADUL","OCALA","FL","Public 2 Year","1113179","291"
"4151500","AMERICAN ACADEMY OF COSMETOLOGY","ORANGE PARK","FL","Proprietary 2 Year","262289","79"
"3434300","FORTIS COLLEGE","ORANGE PARK","FL","Proprietary 2 Year","1690916","461"
"4140800","NORTH FLORIDA ACADEMY","ORANGE PARK","FL","Proprietary 2 Year","62292","17"
"3115500","ADVENTIST UNIVERSITY OF HEALTH SCIENCES","ORLANDO","FL","Private 4 Year","2054088","781"
"4156400","AVIATION INSTITUTE OF MAINTENANCE","ORLANDO","FL","Proprietary 2 Year","991144","264"
"3939400","CENTURA INSTITUTE","ORLANDO","FL","Proprietary 2 Year","296798","96"
"4197600","FLORIDA INSTITUTE OF RECORDING, SOUND AN","ORLANDO","FL","Proprietary 2 Year","162769","66"
"2218700","FLORIDA TECHNICAL COLLEGE","ORLANDO","FL","Proprietary 4 Year","17450977","4949"
"2501500","O*TEC, MID-FLORIDA TECH","ORLANDO","FL","Public 2 Year","769730","228"
"2513200","ORLANDO TECHNICAL CENTER","ORLANDO","FL","Public 2 Year","689441","205"
"3903500","SOUTHERN TECHNICAL COLLEGE","ORLANDO","FL","Proprietary 2 Year","6697938","1870"
"395400","UNIV OF CENTRAL FLORIDA","ORLANDO","FL","Public 4 Year","90695425","23683"
"675000","VALENCIA COMMUNITY COLLEGE","ORLANDO","FL","Public 4 Year","71235859","21375"
"2346200","WYOTECH","ORMAND BEACH","FL","Private 2 Year","669805","188"
"3939600","DAYTONA COLLEGE","ORMOND BEACH","FL","Proprietary 2 Year","1128914","290"
"152300","SAINT JOHNS RIVER STATE COLLEGE","PALATKA","FL","Public 4 Year","8684624","2767"
"4158300","FLAGLER TECHNICAL INSTITUTE","PALM COAST","FL","Public 2 Year","72285","28"
"149000","GULF COAST STATE COLLEGE","PANAMA CITY","FL","Public 4 Year","7738618","2405"
"1082600","TOM P. HANEY TECHNICAL CENTER","PANAMA CITY","FL","Public 2 Year","1227159","388"
"4162000","JOSE MARIA VARGAS UNIVERSITY","PEMBROKE PINES","FL","Proprietary 4 Year","65981","17"
"4213200","KAIZEN BEAUTY ACADEMY","PEMBROKE PINES","FL","Proprietary 2 Year","102632","26"
"2329900","FLORIDA INSTITUTE OF ULTRASOUND","PENSACOLA","FL","Proprietary 2 Year","137044","32"
"2307400","GEORGE STONE TECHNICAL CENTER","PENSACOLA","FL","Public 2 Year","889243","275"
"4105400","PENSACOLA SCHOOL OF MASSAGE THERAPY & HE","PENSACOLA","FL","Proprietary 2 Year","498617","142"
"151300","PENSACOLA STATE COLLEGE","PENSACOLA","FL","Public 4 Year","12704881","3812"
"395500","UNIVERSITY OF WEST FLORIDA","PENSACOLA","FL","Public 4 Year","16483790","4224"
"3100800","TAYLOR TECHNICAL INSTITUTE","PERRY","FL","Public 2 Year","312192","79"
"2279600","CORTIVA INSTITUTE - FLORIDA","PINELLAS PARK","FL","Proprietary 2 Year","1171579","362"
"4135900","ORION COLLEGE","PLANTATION","FL","Proprietary 4 Year","1241526","355"
"4228900","BEAUTY ANATOMY INSTITUTE OF COSMETOLOGY","POMPANO BEACH","FL","Proprietary 2 Year","134230","42"
"3008600","FLORIDA COLLEGE OF NATURAL HEALTH","POMPANO BEACH","FL","Proprietary 2 Year","1664632","567"
"4251700","HOPE COLLEGE OF ARTS AND SCIENCES","POMPANO BEACH","FL","Proprietary 2 Year","24136","11"
"2297000","CHARLOTTE TECHNICAL CENTER","PORT CHARLOTTE","FL","Public 2 Year","368060","83"
"4176900","AMERICAN HEALTH INSTITUTE","PORT RICHEY","FL","Proprietary 2 Year","268329","67"
"789300","FLAGLER COLLEGE","SAINT AUGUSTINE","FL","Private 4 Year","4369636","1091"
"152600","SAINT LEO UNIVERSITY","SAINT LEO","FL","Private 4 Year","30409848","8536"
"4119400","AVEDA INSTITUTE - SAINT PETERSBURG","SAINT PETERSBURG","FL","Proprietary 2 Year","1723601","438"
"4157100","AEROSIM FLIGHT ACADEMY","SANFORD","FL","Proprietary 2 Year","99222","48"
"152000","SEMINOLE STATE COLLEGE OF FLORIDA","SANFORD","FL","Public 4 Year","26429428","7919"
"2148200","FASHION FOCUS HAIR ACADEMY","SARASOTA","FL","Proprietary 2 Year","250700","64"
"2326800","MERIDIAN COLLEGE","SARASOTA","FL","Proprietary 2 Year","755587","198"
"3957400","NEW COLLEGE OF FLORIDA","SARASOTA","FL","Public 4 Year","1044119","238"
"1257400","RINGLING SCHOOL OF ART AND DESIGN","SARASOTA","FL","Private 4 Year","1600582","367"
"560700","SARASOTA COUNTY TECHNICAL INSTITUTE","SARASOTA","FL","Public 2 Year","629691","172"
"2517100","SARASOTA SCHOOL OF MASSAGE THERAPY","SARASOTA","FL","Proprietary 2 Year","287919","100"
"2257900","INTERNATIONAL ACADEMY","SOUTH DAYTONA","FL","Proprietary 2 Year","749110","225"
"148700","ECKERD COLLEGE","ST PETERSBURG","FL","Private 4 Year","1914621","478"
"1016100","LORAINE'S ACADEMY, INC","ST PETERSBURG","FL","Proprietary 2 Year","358259","124"
"2115300","PINELLAS TECHNICAL EDUCATION CENTERS - S","ST PETERSBURG","FL","Public 2 Year","1572051","501"
"1254400","FIRST COAST TECHNICAL COLLEGE","ST. AUGUSTINE","FL","Public 2 Year","1145284","376"
"3382300","BRADFORD-UNION AREA CAREERTECHNICAL CENT","STARKE","FL","Public 2 Year","265123","73"
