"PELLID","Institution","State","Recipients","Awards"
"30115","Allied Medical And Technical Careers","PA","216","406627.46999999997"
"30116","Allied Medical And Technical Careers","PA","248","481814.83000000002"
"30724","All-State Career School","PA","132","162636.72"
"17218","All-State Career School - All-State Career School","PA","486","569394.13"
"33605","Alternative Conjunction Clinic & School Of Massage Therapy","PA","18","36306"
"15272","Altoona Area Vocational Technical School","PA","100","225944"
"16163","Altoona Beauty School","PA","47","95240.210000000006"
"3233","Alvernia College","PA","447","1047570"
"15603","Ambler Beauty Academy","PA","46","94051"
"16452","American Center For Technical Arts And Sciences-","PA","279","568673"
"7430","Antonelli Institute","PA","52","128013"
"30670","Antonelli Medical & Professional Institute","PA","65","105511"
"3235","Arcadia University","PA","464","1085406.8799999999"
"8350","Art Institute Of Philadelphia (The)","PA","1604","3292981.3399999999"
"7470","Art Institute Of Pittsburgh","PA","2457","5140294.25"
"11621","Automotive Training Center","PA","134","264319.14000000001"
"31107","Aviation Institute Of Maintenance","PA","158","317213.66999999998"
"2670","Baptist Bible College Of Pennsylvania","PA","298","646656"
"11919","Beaver Falls Beauty Academy","PA","52","105112"
"17149","Berks Technical Institute","PA","389","692816"
"31015","Bidwell Training Center","PA","36","74468.589999999997"
"3315","Bloomsburg University Of Pennsylvania","PA","1867","4190067"
"9721","Bradford School","PA","314","697602.42000000004"
"17171","Bradley Academy For The Visual Arts","PA","153","290705"
"4887","Brandywine School Of Nursing","PA","13","31487"
"3237","Bryn Mawr College","PA","197","494734"
"3238","Bucknell University","PA","414","1004937.5"
"3239","Bucks County Community College","PA","977","1927634"
"16563","Bucks County School Of Beauty Culture, Inc.","PA","27","65202"
"5337","Bucks County Technical School","PA","31","52923"
"14254","Business Institute Of Pennsylvania-","PA","145","312728"
"17146","Butler Beauty School","PA","141","293460.47999999998"
"3240","Butler County Community College","PA","1032","2040438.3500000001"
"3241","Cabrini College","PA","374","835550"
"3316","California University Of Pennsylvania","PA","1944","4534820.4400000004"
"31804","Cambria County Area Community College - Downtown","PA","449","944230"
"4889","Cambria Rowe Business College","PA","328","718842.63"
"15035","Career Technology Center Of Lackawanna County","PA","56","99175"
"26095","Career Training Academy","PA","198","365854.78000000003"
"3303","Carlow College","PA","657","1429083"
"3242","Carnegie-Mellon University","PA","603","1501433"
"3243","Cedar Crest College","PA","488","1057372"
"7529","Center For Arts & Technology","PA","55","128591"
"31260","Center For Innovative Training And Education (Cite)","PA","20","30035"
"4890","Central Pennsylvania College","PA","257","488417"
"15445","Central Pennyslvania Institute Of Science And Technology","PA","15","39837.5"
"15168","Central Susquehanna Lpn Career Center","PA","43","82402.029999999999"
"3244","Chatham College","PA","244","585126"
"3245","Chestnut Hill College","PA","364","802895"
"3317","Cheyney University Of Pennsylvania","PA","782","2538433.2000000002"
"16146","Chi Institute - Southampton","PA","497","926858"
"7781","Chi Institute/Rets Campus","PA","677","1209481"
"8441","Chubb Institute Keystone School","PA","398","509209.84000000003"
"14217","Churchman Business School","PA","19","43216"
"6534","Citizens School Of Nursing","PA","36","79513"
"17091","Clarion County Career Center Practical Nursing","PA","46","81887"
"3318","Clarion University Of Pennsylvania","PA","1901","4396452"
"16972","Clearfield Beauty Academy","PA","24","53186"
"15422","Clearfield County Career And Technology Center","PA","30","56171"
"3247","College Misericordia","PA","457","1006317"
"17034","Commonwealth Technical Institute","PA","145","348699"
"3231","Community College Of Allegheny County","PA","4600","8852898"
"6807","Community College Of Beaver County","PA","813","1690279"
"3249","Community College Of Philadelphia","PA","9998","20333499.690000001"
"16319","Computer Learning Network","PA","270","484695"
"30819","Computer Learning Network","PA","249","497466"
"6537","Conemaugh Valley Memorial Hospital","PA","56","127364"
"5344","Connelley Technical Institute & Adult Education Center","PA","202","417326.89000000001"
"16170","Consolidated School Of Business","PA","118","255591"
"30299","Consolidated School Of Business","PA","199","411366"
"15520","Crawford County Area Vocational Technical School Practical Nursing","PA","21","51520"
"33073","Csc Institute","PA","705","1919770.5"
"3251","Curtis Institute Of Music","PA","12","34750"
"30726","Dci Career Institute","PA","55","131017"
"9186","Dean Institute Of Technology","PA","73","153762"
"7110","Delaware County Community College","PA","1633","3260397.8700000001"
"31284","Delaware County Technical School","PA","96","209766"
"16755","Delaware Valley Academy Of Medical & Dental Assistants","PA","241","471407.84999999998"
"3252","Delaware Valley College Of Science & Agriculture","PA","330","749493"
"3986","Desales University","PA","349","758458.83999999997"
"3253","Dickinson College","PA","271","592938"
"13957","Douglas School Of Business","PA","124","322298.65999999997"
"30316","Dpt Business School","PA","2165","5262223.71"
"3256","Drexel University","PA","1922","4538023.8799999999"
"4893","Dubois Business College","PA","419","849443"
"7091","Duff'S Business Institute","PA","902","1498396"
"3258","Duquesne University Of The Holy Ghost","PA","1136","2410995"
"3320","East Stroudsburg University","PA","1296","2889576"
"16763","Eastern Center For Arts And Technology-Practical Nursing","PA","30","54776"
"3259","Eastern University","PA","469","1031824.5"
"3321","Edinboro University Of Pennsylvania","PA","2404","5695789.2300000004"
"4886","Electronic Institutes","PA","31","58234"
"3262","Elizabethtown College","PA","326","661226"
"5946","Elkins Park Hospital","PA","28","84700"
"10542","Empire Beauty School","PA","2524","4422428.0099999998"
"6539","Episcopal School Of Nursing","PA","40","93485"
"4894","Erie Business Center","PA","480","930242"
"14695","Erie Institute Of Technology","PA","42","64153"
"15946","Fayette County Area Vocational Technology","PA","86","183319.94"
"31014","Forbes Road Career And Technology Center","PA","1","700"
"9723","Frankford Hospital School Of Nursing","PA","128","280054"
"3265","Franklin & Marshall College","PA","161","361475"
"15456","Franklin County Career And Technology Center","PA","32","82257.5"
"3266","Gannon University","PA","758","1754380"
"31288","Gecac Training Institute","PA","19","50896"
"3267","Geneva College","PA","713","1501418"
"3268","Gettysburg College","PA","275","574250"
"4058","Gratz College","PA","1","3750"
"14820","Great Lakes Institute Of Technology","PA","365","729166.44999999995"
"16626","Greater Johnstown Area Vocational Technical School -","PA","129","314706"
"16825","Greene County Vocational Technical School","PA","21","60591.099999999999"
"3270","Gwynedd-Mercy College","PA","333","733714"
"16084","Hanover Public School District Practical Nursing Program","PA","28","51476"
"3272","Harcum College","PA","184","404150"
"3273","Harrisburg Area Community College","PA","2903","4879201.1600000001"
"30852","Harrison Career Institute","PA","1149","2257170.1400000001"
"3274","Haverford College","PA","152","419628"
"25545","Hazleton Area Vocational Technical School Practical Nursing Program","PA","35","64453"
"3275","Holy Family College","PA","449","985133.56999999995"
"35353","Huntingdon County Career And Technology Center","PA","10","30950"
"7469","Hussian School Of Art","PA","39","101147.89"
"7436","Icm School Of Business And Medical Careers","PA","886","1832773"
"15355","Ict:  School Of Welding","PA","32","61478"
"3276","Immaculata College","PA","274","439861"
"3277","Indiana University Of Pennsylvania - Main Campus","PA","4235","9725151.75"
"22552","Information Computer Systems Inst","PA","21","38359"
"10217","International Academy Of Design And Technology","PA","1482","3002846.29"
"8200","Jameson Memorial Hospital School Of Nursing","PA","27","65095"
"26161","Jean Madeline Aveda Institute","PA","67","147651.32999999999"
"16566","Jefferson County Dubois Area Vocational Techl School Practical Nursing","PA","21","49050"
"31033","Jna Institute Of Culinary Arts","PA","48","91057.220000000001"
"14734","Johnson College","PA","136","312058.34000000003"
"3279","Juniata College","PA","299","695437"
"15206","Juniata Mifflin Counties Area Vocational Technical School","PA","33","62805"
"3280","Keystone College","PA","651","1446535.0900000001"
"3282","Kings College","PA","485","1101998.96"
"3322","Kutztown University","PA","1437","3249163"
"32364","L T International Beauty School","PA","32","84507"
"3987","La Roche College","PA","390","838769"
"3287","La Salle University","PA","926","2188204"
"3283","Lackawanna College","PA","618","1252461"
"3284","Lafayette College","PA","175","405325"
"3285","Lancaster Bible College","PA","207","417969"
"16342","Lancaster County Career And Technology Center","PA","137","291355.59000000003"
"9863","Lancaster Institute For Health Education","PA","47","76518"
"15630","Lancaster School Of Cosmetology","PA","74","119270"
"7779","Lansdale School Of Business","PA","162","337423.90999999997"
"16197","Lansdale School Of Cosmetology","PA","12","18350"
"17118","Laurel Business Institute","PA","327","786509.37"
"17212","Lawrence County Area Vocational Technical School","PA","33","91368"
"16494","Lebanon County Career And Technology Center","PA","35","96247.490000000005"
"3288","Lebanon Valley College","PA","313","677934"
"6810","Lehigh Carbon Community College","PA","1204","2215818"
"3289","Lehigh University","PA","581","1355149"
"16100","Lenape Area Vocational Technical School","PA","94","195608.10999999999"
"14300","Levittown Beauty Academy","PA","79","172388"
"7759","Lincoln Technical Institute","PA","374","649657.69999999995"
"7832","Lincoln Technical Institute","PA","634","1261411"
"3290","Lincoln University","PA","942","2606613.0699999998"
"3323","Lock Haven University Of Pennsylvania","PA","1343","3031007"
"6811","Luzerne County Community College","PA","1452","2863175"
"3293","Lycoming College","PA","386","877633.05000000005"
"3294","Manor College","PA","257","566919"
"3324","Mansfield University","PA","1185","2638031"
"3296","Marywood University","PA","554","1288978"
"32413","Mbf Center (The)","PA","8","17879"
"4898","Mccann School Of Business & Technology","PA","540","969910"
"3271","Mcp Hahnemann University","PA","164","355928.5"
"8568","Median School Of Allied Health Careers","PA","245","500185"
"16831","Mercer County Ares Vocational Technical School","PA","34","67974"
"4899","Mercy Hospital School Of Nursing","PA","18","49878"
"3297","Mercyhurst College","PA","815","1724032.8500000001"
"3298","Messiah College","PA","546","1187375"
"7090","Methodist Hospital School Of Nursing","PA","68","194274.26000000001"
"31091","Metropolitan Career Center","PA","202","489214.83000000002"
"3325","Millersville University","PA","1277","2714765"
"4452","Montgomery County Community College","PA","1257","2417813.4100000001"
"3300","Moore College Of Art","PA","168","419403.62"
"3301","Moravian College","PA","300","677973"
"3302","Mount Aloysius College","PA","695","1422423"
"3304","Muhlenberg College","PA","174","398525"
"3988","Neumann College","PA","501","1196970.2"
"7780","New Castle School Of Trades","PA","465","977283"
"4901","Newport Business Institute","PA","100","236508.94"
"4914","Newport Business Institute","PA","122","253131.63"
"7191","Northampton Community College","PA","1392","2533257"
"15052","Northeastern Hospital School Of Nursing","PA","68","144940"
"16702","Northern Tier Career Center","PA","32","67756"
"15063","Oakbridge Academy Of Arts","PA","74","158990.57000000001"
"6560","Ohio Valley General Hospital, School Of Nursing","PA","6","14400"
"15427","Orleans Technical Institute","PA","465","636556.68000000005"
"16162","Pace Institute","PA","178","352889"
"3309","Peirce College","PA","886","1762184"
"15631","Penn State Cosmetology Academy","PA","32","56310.43"
"5939","Pennco Tech","PA","317","641424"
"14822","Pennsylvania Academy Of Cosmetology, Arts & Sciences","PA","96","206398.42999999999"
"14653","Pennsylvania Academy Of The Fine Arts","PA","67","175800"
"3395","Pennsylvania College Of Technology","PA","1952","4113064"
"4902","Pennsylvania Commercial College","PA","336","526548.01000000001"
"16508","Pennsylvania Gunsmith School","PA","15","24850"
"30068","Pennsylvania Institute Of Culinary Arts","PA","941","1909962"
"17353","Pennsylvania Institute Of Taxidermy","PA","17","40189"
"10998","Pennsylvania Institute Of Technology","PA","113","233695"
"16021","Pennsylvania School Of Art & Design","PA","50","97511.149999999994"
"3329","Pennsylvania State University (The)","PA","15610","35706392.799999997"
"3351","Philadelphia Biblical University","PA","312","665542"
"3354","Philadelphia University","PA","588","1338316"
"8954","Pittsburgh Beauty Academy","PA","298","376428.53999999998"
"5310","Pittsburgh Institute Of Aeronautics","PA","205","392135"
"10814","Pittsburgh Institute Of Mortuary Science","PA","69","141920.89999999999"
"7437","Pittsburgh Technical Institute","PA","1261","2777461.3199999998"
"23013","Pja School","PA","329","783541.81999999995"
"3357","Point Park College","PA","1055","1962603"
"11715","Pottsville Hospital & Warne Clinic","PA","23","60683"
"15865","Pruontos Hair Design Institute & Beauty School Of Costmetology","PA","12","16892.799999999999"
"16343","Randy Rick Beauty Academy","PA","23","22324"
"10388","Reading Area Community College","PA","1209","2214519.6200000001"
"14104","Reading Hospital School Of Nursing","PA","26","63337"
"31204","Regional Career & Technical Center","PA","8","16403"
"3359","Robert Morris University","PA","1035","2217087"
"12050","Rosedale Technical Institute","PA","131","234719"
"3360","Rosemont College - Rosemont College","PA","162","367552"
"13124","Roxborough Memorial Hospital","PA","37","97593"
"6569","Saint Francis Medical Center","PA","34","63858"
"3366","Saint Francis University","PA","428","987662"
"3367","Saint Joseph'S University","PA","494","1123041"
"3368","Saint Vincent College & Seminary","PA","273","600570"
"15888","Schuylkill County Area Vocational Technical School","PA","43","88539"
"14984","Schuylkill Institute Of Business & Technology","PA","165","333543"
"3362","Seton Hill University","PA","389","916613"
"6576","Sewickley Valley Hospital","PA","33","68237.330000000002"
"6578","Sharon Regional Health System School Of Nursing","PA","29","52657.75"
"3326","Shippensburg University","PA","1260","2657941.5"
"3327","Slippery Rock University","PA","1977","4525753"
"12929","South Hills Beauty Academy","PA","35","58586.129999999997"
"13263","South Hills School Of Business & Technology","PA","419","885971"
"25878","South Philadelphia Beauty Academy","PA","16","25406"
"16229","St Charles Borromeo Seminary","PA","18","46500"
"6568","St Francis Hospital School Of Nursing","PA","49","118289"
"6551","St Margaret Memorial Hospital School Of Nursing","PA","18","38063"
"6574","St. Luke'S Hospital Of Bethlehem, Pa","PA","29","49582"
"26154","Star Technical Institute","PA","504","942519.91000000003"
"17013","Star Technical Institute","PA","774","1513683.05"
"15604","Stroudsburg School Of Cosmetology","PA","28","56909.019999999997"
"35614","Susquehanna County Career & Technology Center","PA","9","28984"
"3369","Susquehanna University","PA","290","648132"
"3370","Swarthmore College","PA","191","481888"
"35823","Talent Academy","PA","7","14018.75"
"12523","Talmudical Yeshiva Of Philadelphia","PA","24","75378"
"3371","Temple University","PA","6899","17051286"
"14990","Thaddeus Stevens College Of Technology","PA","218","505775"
"3376","Thiel College","PA","466","1120729"
"13549","Thomas Jefferson University","PA","110","254195"
"4910","Thompson Institute","PA","1561","3092432.04"
"30108","Tri State Business Institute","PA","565","1108193.8700000001"
"7839","Triangle Tech","PA","852","1833292.97"
"3378","University Of Pennsylvania","PA","1157","2865112"
"8815","University Of Pittsburgh","PA","3906","8823113.9499999993"
"3380","University Of Pittsburgh - Bradford","PA","453","965837.06000000006"
"3381","University Of Pittsburgh - Greensburg","PA","539","1175577"
"3382","University Of Pittsburgh At Johnstown","PA","921","1947103"
"3383","University Of Pittsburgh At Titusville","PA","236","512989.23999999999"
"3353","University Of Sciences In Philadelphia","PA","466","1159783"
"3384","University Of Scranton","PA","661","1489126"
"3350","University Of The Arts","PA","546","1320202"
"9737","Uphs  Presbyterian Medical Center School Of Practical Nursing","PA","28","63804"
"5942","Upmc Presbyterian School Of Radiologic Technology","PA","4","8300"
"6577","Upmc Shadyside","PA","36","80062"
"16623","Upper Bucks County Area Vocational Technical School","PA","46","120465"
"3385","Ursinus College","PA","251","569625"
"3306","Valley Forge Christian College","PA","303","700046"
"3386","Valley Forge Military College","PA","49","121700"
"16298","Venango County Area Vocational Technical School","PA","19","52806.669999999998"
"13650","Venus Beauty School","PA","96","194414"
"3388","Villanova University","PA","635","1446159"
"15499","Walnut Hill College","PA","184","492855"
"3389","Washington And Jefferson College","PA","277","642923.5"
"6582","Washington Hospital (The) - School Of Nursing","PA","55","116588"
"3391","Waynesburg College","PA","544","1199601"
"11622","Welder Training & Testing Institute","PA","7","18350"
"3328","West Chester University Of Pennsylvania","PA","1830","4189287.5"
"16699","Western Area Career & Technology Center","PA","26","67225"
"6583","Western Pennsylvania Hospital School Of Nursing","PA","30","59001"
"15574","Western School Of Health And Business Careers","PA","655","1425917"
"3392","Westminister College","PA","325","711051"
"10176","Westmoreland County Community College","PA","1873","3379815"
"3313","Widener University","PA","682","1523315.1499999999"
"17083","Wilkes Barre Area Vocational Technical School Practical Nursing Prgm","PA","85","195252"
"3394","Wilkes University","PA","526","1167384"
"3396","Wilson College","PA","244","370076"
"35033","Winner Institute Of Arts & Sciences","PA","34","68100"
"34554","Wrightco Technologies Technical Training Institute","PA","68","107902"
"13134","Yeshivath Beth Moshe","PA","15","41950"
"3399","York College Of Pennsylvania","PA","770","1514929"
"16526","York County Area Vocational Technical School","PA","53","105579"
"14765","York Technical Institute","PA","499","1006833"
"14766","Yorktowne Business Institute","PA","222","435156"
"31012","A-1 Business And Technical College","PR","551","1405683"
"31225","Academia Serrant","PR","144","308646.01000000001"
"31423","Academia Vocational Del Turabo","PR","139","297236.59000000003"
"17140","American Business College","PR","1269","2478553.9900000002"
"16268","American Educational College","PR","810","2037399.53"
"36003","American Technological College","PR","57","97912"
"11941","American University Of Puerto Rico","PR","4617","13113290"
"15758","Antilles School Of Technical Careers","PR","448","1342614.1799999999"
"35443","Atenas College","PR","515","1383598.3999999999"
"16871","Atlantic College, Inc","PR","552","1526162"
"16212","Automeca Technical College","PR","1904","5030926.25"
"10015","Bayamon Central University","PR","2934","8253897.3200000003"
"30988","Cadimar College, Inc.","PR","283","418994.14000000001"
"31205","Caguas Central College","PR","220","341167.82000000001"
"30255","Caguas Institute Of Mechanical Technology","PR","2009","5430927"
"36083","Caribbean Forensic & Technical College","PR","45","91743"
"12525","Caribbean University","PR","3178","8770690"
"10724","Carlos Albizu University-San Juan Main Campus","PR","278","694213.90000000002"
"35853","Centro De Capacitacion Y Asesoramiento Vetelba","PR","252","743938.46999999997"
"15465","Centro De Estudios Multidisciplinarios","PR","1624","4435073.3499999996"
"33363","Century College","PR","320","649491"
"16544","Colegio Biblico Pentecostal De Puerto Rico","PR","153","414013"
"31576","Colegio De Las Ciencias, Artes Y Television","PR","289","628002"
"17120","Colegio Mayor De Technologia","PR","280","766516.93000000005"
"30619","Colegio Technologico Y Comercial De Puerto Rico","PR","159","337167"
"20970","Colegio Tecnico Metropolitano","PR","244","443441.33000000002"
"10567","Colegio Tecnologico Del Municipio De San Juan","PR","742","1967413.05"
"13517","Columbia College","PR","1359","3561618.9500000002"
"15868","Commonwealth Of Puerto Rico Department Of Education -Dept Of Educatio","PR","2696","7152166.2999999998"
"10819","Conservatorio De Musica De Puerto Rico","PR","155","431079"
"30705","D'Mart Institute","PR","603","1322217.3100000001"
"30219","Edic  College","PR","681","1839642.8100000001"
"17287","Educational Technical College (Edutec)-1","PR","479","1208298.02"
"13587","Electronic Data Processing College Of Puerto Rico","PR","1786","4938119.96"
"14823","Emma'S Beauty Academy","PR","525","1184023.9199999999"
"30756","Emma'S Beauty Academy","PR","674","1388347.75"
"17345","Escuela De Artes Plasticas De Puerto Rico","PR","237","682642.5"
"31069","Escuela De Peritos Electricistas De Isabela","PR","253","444738"
"17346","Escuela Tecnica De Electricidad","PR","676","1651091"
"31231","Globelle Technical Institute Incorporated","PR","200","470115"
"25937","Hispanic American College","PR","83","170487.63"
"14105","Huertas Junior College","PR","2112","4803999"
"14952","Humacao Community College","PR","518","1145210"
"16915","Institucion Chaviano De Mayaguez","PR","82","200633.76000000001"
"15542","Institute Of Beauty Careers","PR","503","999624.43000000005"
"11940","Instituto Comercial De Puerto Rico Junior College","PR","1936","4623134.75"
"14534","Instituto De Banca Y Comercio-","PR","15959","40968009.259999998"
"15305","Instituto De Educacion Tecnica Ocupacional La Reine","PR","829","1805679"
"31156","Instituto De Educacion Vocacional","PR","502","1102029"
"31167","Instituto Fontecha","PR","1198","2489362.9199999999"
"30981","Instituto Irma Valentin - Manati","PR","499","949918.14000000001"
"16099","Instituto Irma Valentin - Utuado","PR","237","454130"
"26111","Instituto Merlix","PR","454","903159.38"
"31242","Instituto Tecnico Del Futuro","PR","81","179682"
"34693","Instituto Vocacional Aurea E. Mendez","PR","112","261950.67000000001"
"3938","Inter American University Of Puerto Rico - Central Office","PR","34548","98380756.060000002"
"16055","International Junior College - Main Campus","PR","1279","3214472.9700000002"
"17233","International Technical College","PR","249","639552.98999999999"
"31121","John Dewey College","PR","2636","6876555.6399999997"
"14452","Liceo De Arte Y Tecnologia","PR","1259","2952700"
"30259","Liceo De Arte, Disenos Y Comercio","PR","693","1781588.97"
"17139","Maison D' Esthetique Academy","PR","217","418012"
"12178","Mbti Business Training Institute","PR","1326","3664590.3199999998"
"15007","Modern Hairstyling Institute","PR","101","218025.73999999999"
"15006","Modern Hairstyling Institute","PR","381","702853.07999999996"
"15008","Modern Hairstyling Institute","PR","404","873233.15000000002"
"34143","Monteclaro Instituto De Capacitacion Tecnica En Servicios De Hospital","PR","12","31540"
"15953","National College Of Business And Technology","PR","4170","9159322"
"34614","Politec Institute","PR","124","268390"
"16989","Ponce Paramedical College Inc (Popac)","PR","1615","4092111.46"
"15769","Ponce Technical School","PR","43","105375"
"3936","Pontifical Catholic University Of Puerto Rico (The)","PR","7233","21978260.719999999"
"31044","Professional Electrical School","PR","191","389642.71000000002"
"30857","Professional Technical Institution","PR","491","1137115"
"30760","Puerto Rico Barber College - Fajardo","PR","97","213187"
"17246","Puerto Rico Tech Junior College -","PR","341","853758.07999999996"
"13148","Ramirez College Of Business & Technology","PR","1002","2565138"
"17357","Rogie'S School Of Beauty Culture","PR","727","1475108"
"11203","Ryder Memorial Hospital, School Of Practical Nursing","PR","31","50311"
"16829","Serbia'S Technical College","PR","558","950383.57999999996"
"34443","Ser-Jobs Travel Tourism & Business Academy","PR","16","49750"
"30684","Star Career College","PR","98","213874"
"15089","Teddy Ulmo Institute","PR","243","469244.65999999997"
"31159","Trinity College Of Puerto Rico","PR","350","980265"
"33263","Universal Careers Counseling Centers","PR","593","1401720.01"
"30297","Universal Technology College Of  Pr  -  #111 Comercio Street","PR","1406","3512266"
"5019","Universidad Adventista De Las Antillas","PR","694","2134046.9100000001"
"14999","Universidad Central Del Caribe","PR","67","193043.51000000001"
"11718","Universidad Del Este","PR","8747","24483259.280000001"
"11719","Universidad Del Turabo","PR","8622","25415168.010000002"
"25875","Universidad Metropolitana","PR","6374","18048461.300000001"
"14255","Universidad Politecnica De Puerto Rico/Polytechnic University Of P.R.","PR","3072","7376611.8300000001"
"3942","University Of Puerto Rico - Central Administration","PR","38586","117640816"
"3937","University Of The Sacred Heart","PR","3432","10182911"
"11009","Palau Community College","PW","752","1883954"
"13983","Arthur Angelo School Of Cosmetology And Hair Design","RI","115","258629.91"
"3401","Brown University","RI","583","1420010"
"3402","Bryant College","RI","419","932006"
"4916","Community College Of Rhode Island","RI","3584","6476244"
"32323","Computer-Ed Institute","RI","612","1158360.5700000001"
"3404","Johnson & Wales University","RI","4639","10775293"
"7844","Katharine Gibbs School","RI","621","1218250.23"
"17006","Loretta'S School Of Cosmetology","RI","37","76110.729999999996"
"31152","Motoring Technical Training Institute","RI","146","261279"
"7845","New England Institute Of Technology","RI","1372","2686517"
"14377","Newport School Of Hairdressing","RI","27","66845"
"30800","Newport School Of Hairdressing","RI","80","175431"
"3406","Providence College","RI","366","834319.94999999995"
"31278","Rhode Island Beauty Academy","RI","117","181891"
"3407","Rhode Island College","RI","1740","3902331"
"3409","Rhode Island School Of Design","RI","261","704519"
"3410","Roger Williams College","RI","633","1276855"
"3411","Salve Regina College","RI","323","684196"
"11159","Sawyer School  (The)","RI","979","1726322.6100000001"
"6591","St Joseph Hospital School Of Nursing","RI","13","38253"
"3414","University Of Rhode Island","RI","2379","5502130"
"15357","Warwick Academy Of Beauty Culture","RI","103","166181"
"35705","Zion Bible Institute","RI","64","143403.5"
"30883","Academy Of Cosmetology","SC","207","465833"
"17124","Academy Of Hair Technology","SC","69","153832.10999999999"
"10056","Aiken Technical College","SC","1356","2840070"
"3417","Allen University","SC","395","1064836"
"3418","Anderson College","SC","477","1108604"
"3420","Benedict College","SC","2767","7763706.6200000001"
"33043","Beta Tech","SC","481","769911"
"3995","Central Carolina Technical College","SC","2134","4168104"
"16737","Charleston Cosmetology Institute","SC","150","269809.13"
"3419","Charleston Southern University","SC","916","2134952"
"16567","Charzanne Beauty College","SC","139","287694.27000000002"
"3423","Citadel, The Military College Of South Carolina","SC","326","838001"
"3424","Claflin University","SC","1188","3336181.0499999998"
"3425","Clemson University","SC","1951","4758845.4000000004"
"4923","Clinton Junior College","SC","96","268431.92999999999"
"3451","Coastal Carolina University","SC","1261","3016690"
"3427","Coker College","SC","642","1519320"
"3428","College Of Charleston","SC","1639","4069049.3199999998"
"14629","Columbia Beauty School","SC","33","55979.650000000001"
"3430","Columbia College Of South Carolina","SC","565","1341334"
"3429","Columbia International University","SC","248","530166.35999999999"
"4922","Columbia Junior College Of Business","SC","287","601855.5"
"3431","Converse College","SC","183","388321"
"15495","Conway School Of Practical Nursing","SC","46","96380"
"5363","Denmark Technical College","SC","1445","3302529.4300000002"
"3432","Erskine College","SC","130","287686"
"3990","Florence-Darlington Technical College","SC","2582","6156803"
"4924","Forrest Junior College","SC","221","505536"
"9226","Francis Marion University","SC","1057","2685241.2200000002"
"3434","Furman University","SC","238","571249"
"3991","Greenville Technical College","SC","3821","5838946.2599999998"
"4925","Horry Georgetown Technical College","SC","2274","4649596.5599999996"
"16588","Kenneth Shuler School Of Cosmetology & Nail Design","SC","127","316260"
"30523","Kenneth Shuler'S School Of Cosmetology & Hair Design","SC","75","191958"
"35133","Lacy Cosmetology School","SC","40","104081.67"
"3435","Lander College","SC","833","1989120.3400000001"
"3436","Limestone College","SC","799","1587442"
"3438","Medical University Of South Carolina","SC","56","114915.5"
"3993","Midlands Technical College - Airport Campus","SC","4018","7902770.8700000001"
"3439","Morris College","SC","950","2770970"
"3440","Newberry College","SC","259","677297"
"3441","North Greenville College","SC","561","1304430"
"7602","Northeastern Technical College","SC","645","1030658"
"6815","Orangeburg Calhoun Technical College","SC","1738","2840440.5299999998"
"3992","Piedmont Technical College","SC","2509","4179803.3799999999"
"12092","Plaza School Of Beauty","SC","41","106705.75"
"3445","Presbyterian College","SC","142","328862"
"3446","South Carolina State University","SC","2240","6293431.1100000003"
"32583","Southern Methodist College","SC","58","128550.2"
"3422","Southern Wesleyan University","SC","778","1216942"
"3447","Spartanburg Methodist College","SC","287","687886.09999999998"
"3994","Spartanburg Technical College","SC","1765","3811556.3999999999"
"32933","Strand College Of Hair Design","SC","30","62236"
"17236","Sumter Beauty College","SC","92","192855.29999999999"
"9910","Technical College Of The Lowcountry- Beaufort Campus","SC","1181","1728070.8600000001"
"4926","Tri County Technical College","SC","1349","2602986.46"
"4920","Trident Technical College","SC","3957","6344484"
"3449","University Of South Carolina - Aiken","SC","920","2229156.6200000001"
"3448","University Of South Carolina - Columbia","SC","3544","9073772.6899999995"
"9911","University Of South Carolina Regional Campuses","SC","1405","2956889.77"
"6951","University Of South Carolina Spartanburg","SC","1398","3324821.4100000001"
"3455","Voorhees College","SC","661","1647271"
"9322","Williamsburg Technical College","SC","429","796398"
"3456","Winthrop University","SC","1351","3289464.5"
"3457","Wofford College","SC","181","446693"
"3996","York Technical College","SC","1761","3548494.9399999999"
"3458","Augustana College","SD","454","1044306"
"14945","Black Hills Beauty College","SD","50","105551"
"3459","Black Hills State University","SD","1327","2993575.5299999998"
"3463","Dakota State University","SD","571","1315269.74"
"3461","Dakota Wesleyan University","SD","377","926921.09999999998"
"16231","Headlines Academy Of Cosmetology","SD","56","112560"
"15000","Kilian Community College","SD","263","481130.71000000002"
"5309","Lake Area Technical Institute","SD","436","1014598"
"4929","Mckennan Hospital","SD","4","9750"
"8284","Mitchell Technical Institute","SD","436","1070767"
"3465","Mount Marty College","SD","430","990159.32999999996"
"4057","National American University","SD","1453","2779399.6699999999"
"3466","Northern State University","SD","796","1823615.2"
"14659","Oglala Lakota College-","SD","1022","2293076"
"3467","Presentation College","SD","329","775412.58999999997"
"5987","Sacred Heart Hospital School Of Radiologic Technology","SD","6","19050"
"30192","Si Tanka/Huron University","SD","180","288293.81"
"3464","Si Tanka/Huron University","SD","424","925488.88"
"14303","Sinte Gleska University","SD","557","1198653"
"11477","Sioux Valley Hospital","SD","8","23900"
"16080","Sisseton Wahpeton Community College","SD","159","387719"
"3470","South Dakota School Of Mines And Technology","SD","567","1321764.72"
"3471","South Dakota State University","SD","2353","5169207.4900000002"
