"PELLID","Institution","City","State","Recipients","Awards"
"11203","Ryder Memorial Hospital, School of Practical Nursing","Humacao","PR","44","96873"
"31159","Trinity College of Puerto Rico","Ponce","PR","332","819328"
"30297","Universal Technology College  of  PR","Aguadilla","PR","829","1699495.76"
"5019","Universidad Adventista De Las Antillas","Mayaguez","PR","669","1703579.9399999999"
"14999","Universidad Central del Caribe","Bayamon","PR","80","198116"
"11719","Universidad Del Turabo","Gurabo","PR","7455","18041311.030000001"
"25875","Universidad Metropolitana","Rio Piedras","PR","5749","13422117.34"
"14255","Universidad Politecnica de Puerto Rico/Polytechnic University of P.R.","San Juan","PR","3104","5965254"
"3942","University of Puerto Rico - Central Administration","San Juan","PR","38800","100384028.37"
"3937","University of the Sacred Heart","San Juan","PR","3334","8084210"
"11009","Palau Community College","Koror","PW","667","1480450"
"3401","Brown University","Providence","RI","538","1118197"
"3402","Bryant College","Smithfield","RI","432","763695"
"4916","Community College of Rhode Island","Warwick","RI","2611","3978898.7599999998"
"3404","Johnson & Wales University","Providence","RI","3998","7251101.1200000001"
"7845","New England Institute of Technology","Warwick","RI","1289","2029652"
"3406","Providence College","Providence","RI","361","624232"
"3407","Rhode Island College","Providence","RI","1778","3176961"
"3409","Rhode Island School of Design","Providence","RI","228","509950"
"3410","Roger Williams College","Bristol","RI","461","810810.41000000003"
"3411","Salve Regina College","Newport","RI","302","559123.70999999996"
"6591","ST JOSEPH HOSPITAL SCHOOL OF NURSING","North Providence","RI","22","50714"
"3414","University of Rhode Island","Kingston","RI","2353","4478616.9699999997"
"10056","Aiken Technical College","Aiken","SC","1102","1961320.79"
"3417","Allen University","Columbia","SC","307","666721"
"3418","Anderson College","Anderson","SC","432","813466.33999999997"
"3420","Benedict College","Columbia","SC","2469","5876160.4699999997"
"3995","Central Carolina Technical College","Sumter","SC","1186","1494513"
"3419","Charleston Southern University","Charleston","SC","795","1507723.8500000001"
"7602","Chesterfield Marlboro Technical College","Cheraw","SC","588","748308"
"3423","Citadel, the Military College of South Carolina","Charleston","SC","290","569874"
"3424","Claflin College","Orangeburg","SC","1034","2423451"
"3425","Clemson University","Clemson","SC","1940","3765264.46"
"4923","CLINTON JUNIOR COLLEGE","ROCK HILL","SC","7","10416"
"3451","Coastal Carolina University","Conway","SC","1067","1970680.98"
"3427","Coker College","Hartsville","SC","458","849736"
"3428","College of Charleston","Charleston","SC","1571","3056670"
"3430","Columbia College of South Carolina","Columbia","SC","481","933741"
"3429","Columbia International University","Columbia","SC","193","347798"
"3431","Converse College","Spartanburg","SC","204","402216"
"15495","Conway School of Practical Nursing","Conway","SC","19","33917"
"5363","Denmark Technical College","Denmark","SC","1133","2179940.3300000001"
"3432","Erskine College","Due West","SC","115","232383"
"3990","Florence-Darlington Technical College","Florence","SC","2127","4303705.6600000001"
"9226","Francis Marion University","Florence","SC","966","2035854.25"
"3434","Furman University","Greenville","SC","253","509817"
"3991","Greenville Technical College","Greenville","SC","3086","3916088.6400000001"
"4925","Horry Georgetown Technical College","Conway","SC","1285","2248738"
"3435","Lander College","Greenwood","SC","777","1455623"
"3436","Limestone College","Gaffney","SC","495","847771"
"3438","Medical University of South Carolina","Charleston","SC","86","155474"
"3993","Midlands Technical College","West Columbia","SC","3319","5406232"
"3439","Morris College","Sumter","SC","839","1948741"
"3440","Newberry Collge","Newberry","SC","246","507765.16999999998"
"3441","North Greenville College","Tigerville","SC","508","975978.5"
"6815","Orangeburg Calhoun Technical College","Orangeburg","SC","1167","1750852.5"
"3992","Piedmont Technical College","Greenwood","SC","1548","2097744.9900000002"
"3445","Presbyterian College","Clinton","SC","145","274952.71999999997"
"3446","South Carolina State University","Orangeburg","SC","2553","5596928.75"
"32583","Southern Methodist College","Orangeburg","SC","21","40769"
"3422","Southern Wesleyan University","Central","SC","591","810330"
"3447","Spartanburg Methodist College","Spartanburg","SC","234","460607"
"3994","Spartanburg Technical College","Spartanburg","SC","1158","2002920.3700000001"
"9910","Technical College of the Lowcountry- Beaufort Campus","Beaufort","SC","1046","1206314"
"4926","Tri County Technical College","Pendleton","SC","858","1414604"
"4920","Trident Technical College","Charleston","SC","3035","3767115.4900000002"
"3448","University of South Carolina","Columbia","SC","3536","7266876.8499999996"
"3449","University of South Carolina - Aiken","Aiken","SC","876","1738135.8700000001"
"9911","UNIVERSITY OF SOUTH CAROLINA REGIONAL CAMPUSES","Columbia","SC","1228","2150355.2999999998"
"6951","University of South Carolina Spartanburg","Spartanburg","SC","1117","2181510.5899999999"
"3455","Voorhees College","Denmark","SC","690","1468095"
"9322","Williamsburg Technical College","Kingstree","SC","457","741021.31000000006"
"3456","Winthrop University","Rock Hill","SC","1203","2352933.9399999999"
"3457","Wofford College","Spartanburg","SC","144","310523"
"3996","York Technical College","Rock Hill","SC","1161","1941265.1599999999"
"3458","Augustana College","Sioux Falls","SD","444","793782"
"3459","Black Hills State University","Spearfish","SD","1239","2316297.25"
"3463","Dakota State University","Madison","SD","511","943935.68999999994"
"3461","Dakota Wesleyan University","Mitchell","SD","367","741175.63"
"15000","Kilian Community College","Sioux Falls","SD","149","198337"
"5309","Lake Area Technical Institute","Watertown","SD","467","896638"
"4929","McKennan Hospital","Sioux Falls","SD","4","6325"
"8284","Mitchell Technical Institute","Mitchell","SD","399","802060.75"
"3465","Mount Marty College","Yankton","SD","391","706661"
"3466","Northern State University","Aberdeen","SD","1010","1844986.2"
"14659","Oglala Lakota College","Kyle","SD","722","1451571.5"
"3467","Presentation College","Aberdeen","SD","229","464517.14000000001"
"5987","Sacred Heart Hospital School of Radiologic Technology","Yankton","SD","3","6275"
"14303","Sinte Gleska University","Rosebud","SD","583","1086652"
"11477","Sioux Valley Hospital","Sioux Falls","SD","6","12600"
"16080","Sisseton Wahpeton Community College","Sisseton","SD","140","271389.5"
"3470","South Dakota School of Mines and Technology","Rapid City","SD","520","954669"
"3471","South Dakota State University","Brookings","SD","2194","3859538.46"
"8285","Southeast Technical Institute","Sioux Falls","SD","688","1115927"
"3469","University of Sioux Falls","Sioux Falls","SD","305","521310"
"3474","University of South Dakota","Vermillion","SD","1527","2875390"
"10170","Western Dakota Technical Institute","Rapid City","SD","559","1046459.99"
"10460","American Baptist Theological Seminary","Nashville","TN","26","68151"
"3477","Aquinas College","Nashville","TN","106","174065.42999999999"
"3478","Austin Peay State University","Clarksville","TN","2318","4231318.6799999997"
"3479","Belmont University","Nashville","TN","379","693248.22999999998"
"3480","Bethel College","McKenzie","TN","296","548898"
"3536","Bryan College","Dayton","TN","169","344478.45000000001"
"3481","Carson-Newman College","Jefferson City","TN","615","1282297"
"3998","Chattanooga State Technical Community College","Chattanooga","TN","2291","3818534.3999999999"
"3482","Christian Brothers University","Memphis","TN","350","649642.5"
"3999","Cleveland State Community College","Cleveland","TN","841","1541001.25"
"3483","Columbia State Community College","Columbia","TN","1099","1847849.3999999999"
"9982","Crichton College","Memphis","TN","328","506083"
"3485","Cumberland University","Lebanon","TN","338","707092"
"3486","David Lipscomb University","Nashville","TN","391","691490"
"6835","Dyersburg State Community College","Dyersburg","TN","725","1340094.0800000001"
"3487","East Tennessee State University","Johnson City","TN","3250","6505956.8700000001"
"3490","Fisk University","Nashville","TN","397","927065"
"6599","Fort Sanders School of Nursing","Knoxville","TN","11","28287"
"30088","Franklin Academy d/b/a Academy of Beauty Arts","Cleveland","TN","63","78798"
"30018","Free Will Baptist Bible College","Nashville","TN","115","203031"
"3492","Freed Hardeman University","Henderson","TN","513","981178.10999999999"
"3494","Hiwassee College","Madisonville","TN","228","428605.25"
"4937","Jackson State Community College","Jackson","TN","1075","1761408.6200000001"
"8859","John A. Gupton College","Nashville","TN","31","66338.75"
"3495","Johnson Bible College","Knoxville","TN","216","432038.5"
"3496","King College","Bristol","TN","198","402715.5"
"3498","Lambuth University","Jackson","TN","276","551345.82999999996"
"3499","Lane College","Jackson","TN","534","1169700"
"3500","Lee University","Cleveland","TN","1174","2284444"
"3501","LeMoyne-Owen College","Memphis","TN","751","1483033.47"
"3502","Lincoln Memorial University","Harrogate","TN","412","813571.75"
"3504","Martin Methodist College","Pulaski","TN","227","445829"
"3505","Maryville College","Maryville","TN","306","605548"
"3507","Memphis College of Art","Memphis","TN","93","183168.81"
"6600","Methodist Hospital School of Nursing","Memphis","TN","69","118650"
"3510","Middle Tennessee State University","Murfreesboro","TN","4047","7656005.0899999999"
"3511","Milligan College","Milligan College","TN","197","378878"
"6836","Motlow State Community College","Lynchburg","TN","1140","1940857.8"
"7534","Nashville State Technical Institute","Nashville","TN","1155","1888262.1499999999"
"5378","Northeast State Technicl Community College","Blountville","TN","1314","2331172.1499999999"
"14663","O'More College of Design","Franklin","TN","34","65820"
"12693","Pellissippi State Technical Community College","Knoxville","TN","2046","3345259.8999999999"
"3519","Rhodes College","Memphis","TN","139","272934"
"9914","Roane State Community College","Harriman","TN","1828","3207950.9399999999"
"10439","Shelby State Community College","Memphis","TN","2186","3877907"
"3518","Southern Adventist University","Collegedale","TN","434","828052"
"7105","State Technical Institute of Memphis","Memphis","TN","1118","1914614"
"5357","TENN TECH CENTER - CRUMP","Crump","TN","140","183197"
"13891","Tenn Tech Center - Morristown","Morristown","TN","503","584268.12"
"13968","Tenn Tech Center - Nashville","Nashville","TN","347","381546.96999999997"
"3522","Tennessee State University","Nashville","TN","3181","6512930.6200000001"
"5360","Tennessee Technical Center - Memphis","Memphis","TN","259","433641"
"3523","Tennessee Technological University","Cookeville","TN","1926","3541291.4900000002"
"5280","Tennessee Technology Center - Covington","Covington","TN","85","111034.03999999999"
"5281","Tennessee Technology Center - Elizabethton","Elizabethton","TN","294","350438.70000000001"
"14126","Tennessee Technology Center - Hohenwald","Hohenwald","TN","206","307104"
"5283","Tennessee Technology Center - New Bern","Newbern","TN","92","116840"
"9710","Tennessee Technology Center - Oneida/Huntsville","Huntsville","TN","95","122483"
"12164","Tennessee Technology Center - Ripley","Ripley","TN","83","113422"
"5358","Tennessee Technology Center at Athens","Athens","TN","109","146437"
"4026","Tennessee Technology Center at Crossville","Crossville","TN","196","253264.14999999999"
"13955","Tennessee Technology Center at Dickson","Dickson","TN","180","245775.67000000001"
"13894","Tennessee Technology Center at Harriman","Harriman","TN","105","140741"
"13893","Tennessee Technology Center at Hartsville","Hartsville","TN","77","100172"
"10700","Tennessee Technology Center at Jacksboro","Jacksboro","TN","147","236884.32999999999"
"13895","Tennessee Technology Center at Jackson","Jackson","TN","276","342701"
"4025","Tennessee Technology Center at Knoxville","Knoxville","TN","347","455942.34000000003"
"5353","Tennessee Technology Center at Livingston","Livingston","TN","214","301202.5"
"5352","Tennessee Technology Center at McKenzie","McKenzie","TN","104","138278"
"5307","Tennessee Technology Center at McMinnville","McMinnville","TN","97","128576.61"
"14543","Tennessee Technology Center at Murfreesboro","Murfreesboro","TN","51","76269"
"13943","Tennessee Technology Center at Paris","Paris","TN","232","334967"
"9464","Tennessee Technology Center at Pulaski","Pulaski","TN","116","156657"
"5379","Tennessee Technology Center at Shelbyville","Shelbyville","TN","127","189723.26999999999"
"14304","Tennessee Technology Center at Whiteville","Whiteville","TN","130","154727"
"3524","Tennessee Temple University","Chattanooga","TN","399","771382.14000000001"
"3525","Tennessee Wesleyan College","Athens","TN","278","502827.81"
"3509","The University of Memphis","Memphis","TN","4467","8944324"
"3534","The University of the South","Sewanee","TN","174","348385"
"3526","Trevecca Nazarene University","Nashville","TN","312","559272"
"3527","Tusculum College","Greeneville","TN","424","713386"
"3528","Union University","Jackson","TN","407","733617"
"3529","University of Tennessee - Chattanooga","Chattanooga","TN","1662","3256359"
"3530","University of Tennessee - Knoxville","Knoxville","TN","3744","7150010.5899999999"
"3531","University of Tennessee - Martin","Martin","TN","1690","3304970.8100000001"
"6725","University of Tennessee (The) - Memphis","Memphis","TN","120","239658"
"3535","Vanderbilt University","Nashville","TN","563","1131624"
"9912","Volunteer State Community College","Gallatin","TN","1259","2065315"
"8863","Walters State Community College","Morristown","TN","1703","3080304.7200000002"
"31276","WATKINS INSTITUTE COLLEGE OF ART AND DESIGN","NASHVILLE","TN","68","113312"
"13531","William R Moore College of Technology","Memphis","TN","33","42163"
"3537","Abilene Christian University","Abilene","TX","1024","1993740.1200000001"
"3607","Alamo Community College District Central Office","San Antonio","TX","14128","24156204.23"
"3539","Alvin Community College","Alvin","TX","501","934799.5"
"3540","Amarillo College","Amarillo","TX","1974","3291584"
"6661","Angelina College","Lufkin","TX","1740","3161660.02"
"3541","ANGELO STATE UNIVERSITY","San Angelo","TX","2060","3970168.6899999999"
"14305","Arlington Baptist College","Arlington","TX","92","138200"
"3543","Austin College","Sherman","TX","286","578683.43999999994"
"12015","Austin Community College","Austin","TX","3233","4673287.5700000003"
"14956","Baptist Health System","San Antonio","TX","71","112499"
"3545","Baylor University","Waco","TX","1848","3723110.2599999998"
"3549","Blinn College","Brenham","TX","1934","3192629"
"7287","Brazosport College","Lake Jackson","TX","470","746570"
"14471","Brookhaven College","Farmers Branch","TX","795","1283886.5"
"15841","Career Advancement and Applied Technology Training Division","San Antonio","TX","5","11086"
"14035","Cedar Valley College","Lancaster","TX","585","1023255.2"
"4003","Central Texas College District","Killeen","TX","3034","4266038.5300000003"
"3553","Cisco Junior College","Cisco","TX","985","1642884.8"
"3554","Clarendon College","Clarendon","TX","262","496782.40000000002"
"3546","Coastal Bend College","Beeville","TX","1507","2889005"
"7096","College of the Mainland","Texas City","TX","739","1229525.7"
"16792","Collin County Community College District","McKinney","TX","584","920466"
"3556","Commonwealth Institute of Funeral Services","Houston","TX","81","113163"
"3557","Concordia University at Austin","Austin","TX","168","313082"
"14107","Covenant School of Nursing","Lubbock","TX","55","108904"
"3560","Dallas Baptist University","Dallas","TX","536","875531.62"
"6941","Dallas Christian College","Dallas","TX","85","144931"
"10761","Dallas Institute of Funeral Service","Dallas","TX","62","88179.5"
"3563","Del Mar College","Corpus Christi","TX","3094","5196653.4500000002"
"3564","East Texas Baptist University","Marshall","TX","533","929026"
"8510","Eastfield College","Mesquite","TX","1255","2051640.3999999999"
"4453","El Centro College","Dallas","TX","1120","1885580.04"
"10387","El Paso County Community College District","El Paso","TX","10663","20514058.440000001"
"3568","Frank Phillips College","Borger","TX","358","623104.81999999995"
"4972","Galveston College","Galveston","TX","750","1284835.46"
"3570","Grayson County College","Denison","TX","1016","1789902"
"3571","Hardin-Simmons University","Abilene","TX","631","1151217"
"3573","Hill College","Hillsboro","TX","594","1023077.71"
"3576","Houston Baptist University","Houston","TX","617","1164335"
"10422","Houston Community College","Houston","TX","9086","14604418.9"
"3574","Howard County Junior College","Big Spring","TX","923","1576681.95"
"3575","Howard Payne University","Brownwood","TX","502","955037"
"3577","HUSTON-TILLOTSON COLLEGE","Austin","TX","328","661955"
"30754","ICC Technical Institute","Houston","TX","144","286384"
"17322","Institute for Christian Studies","Austin","TX","10","16967.5"
"3579","Jacksonville College","Jacksonville","TX","87","98223"
"3637","Jarvis Christian College","Hawkins","TX","433","965807"
"31323","JPS Institute for Health Career Development","Fort Worth","TX","50","83636.5"
"3580","Kilgore College","Kilgore","TX","1400","2624435.5"
"16748","Lamar State College - Orange","Orange","TX","813","1365197"
"16666","Lamar State College - Port Arthur","Port Arthur","TX","799","1451925.8500000001"
"3581","Lamar University","Beaumont","TX","2847","5299708.0099999998"
"3582","Laredo Junior College","Laredo","TX","4054","7712290.5499999998"
"3583","Lee College","Baytown","TX","1196","2088408.24"
"3584","LeTourneau University","Longview","TX","640","1063761.21"
"3585","Lon Morris College","Jacksonville","TX","113","188071.63"
"3586","Lubbock Christian University","Lubbock","TX","564","1048522"
"3590","McLennan Community College","Waco","TX","1905","3351173.8900000001"
"3591","McMurry University","Abilene","TX","553","1046617"
"9797","Midland College","Midland","TX","1335","2373775.46"
"3592","Midwestern State University","Wichita Falls","TX","1314","2439458"
"8503","Mountain View College","Dallas","TX","1087","2009496"
"3593","Navarro College","Corsicana","TX","1224","2291353.3300000001"
"3558","North Central Texas College","Gainesville","TX","923","1536998.0700000001"
"11145","North Harris College","Houston","TX","4153","6859883.1299999999"
"14036","North Lake College","Irving","TX","697","1170649.8899999999"
"16396","Northeast Texas Community College","Mount Pleasant","TX","790","1435833.25"
"3596","Odessa College","Odessa","TX","1274","2208667.5499999998"
"3598","Our Lady of The Lake University of San Antonio","San Antonio","TX","1052","1970778.8"
"3600","Panola College","Carthage","TX","690","1307873"
"3601","Paris Junior College","Paris","TX","1090","1947467.8"
"16293","Parker College of Chiropractic","Dallas","TX","23","52732"
"3602","Paul Quinn College","Dallas","TX","404","843925.34999999998"
"3630","Prairie View Agricultural & Mechanical University","Prairie View","TX","2840","6221508.5"
"3603","Ranger College","Ranger","TX","425","772421.94999999995"
"3604","RICE UNIVERSITY","Houston","TX","313","600959"
"8504","Richland College","Dallas","TX","1426","2533940"
"3621","Saint Edwards University","Austin","TX","872","1626396"
"3606","Sam Houston State University","Huntsville","TX","2627","4983989.4199999999"
"3609","San Jacinto Community College District","Pasadena","TX","2778","4587293.2800000003"
"3610","Schreiner College","Kerrville","TX","368","687060"
"3611","South Plains College","Levelland","TX","2642","4643771.29"
"31034","South Texas Community College","McAllen","TX","8500","16361005.85"
"3613","Southern Methodist University","Dallas","TX","902","1840691"
"3614","Southwest Texas Junior College","Uvalde","TX","2140","4165689.21"
"3615","Southwest Texas State University","San Marcos","TX","3917","7349782.4199999999"
"3619","Southwestern Adventist University","Keene","TX","445","820131"
"3616","Southwestern Assemblies of God University","Waxahachie","TX","693","1294970"
"3618","Southwestern Christian College","Terrell","TX","100","214252"
"3620","Southwestern University","Georgetown","TX","176","351468"
"3623","St Mary's University San Antonio","San Antonio","TX","850","1832218.48"
"3624","Stephen F Austin State University","Nacogdoches","TX","2949","5809869.1699999999"
"3625","Sul Ross State University","Alpine","TX","1251","2657765"
"3631","Tarleton State University","Stephenville","TX","1799","3253761.23"
"3626","TARRANT COUNTY JUNIOR COLLEGE","FORT WORTH","TX","3481","5123174.4400000004"
"3627","Temple College","Temple","TX","895","1550414.2"
"3628","Texarkana College","Texarkana","TX","1120","1719168"
"31703","Texas A & M University - Texarkana","Texarkana","TX","249","425606.39000000001"
"9651","Texas A&M International University","Laredo","TX","1266","2471275"
"3632","Texas A&M University","College Station","TX","5319","9952272.9000000004"
"3565","Texas A&M University - Commerce","Commerce","TX","1848","3737792.3799999999"
"3639","Texas A&M University - Kingsville","Kingsville","TX","2934","6047065"
"4948","Texas A&M University System Health Science Center","College Station","TX","15","33187"
"11161","Texas Agricultural & Mechanical University - Corpus Christi","Corpus Christi","TX","1705","3458297.6699999999"
"3635","Texas Chiropractic College","Pasadena","TX","23","41459"
"3636","Texas Christian University","Fort Worth","TX","747","1432787.54"
"3638","Texas College","Tyler","TX","214","496894.14000000001"
"17332","Texas Culinary Academy","Austin","TX","64","113886"
"3641","Texas Lutheran University","Seguin","TX","359","705775.26000000001"
"3642","Texas Southern University","Houston","TX","2677","5984579.96"
"9225","Texas State Technical College","Harlingen","TX","2901","3611359.1899999999"
"9932","Texas State Technical College","Sweetwater","TX","1021","1485924"
"3634","Texas State Technical College - Waco","Waco","TX","2576","3766327"
"16024","TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER","Lubbock","TX","124","240694"
"3644","Texas Technical University","Lubbock","TX","4396","8500228.8599999994"
"3645","Texas Wesleyan University","Fort Worth","TX","636","1091370"
"3646","Texas Womans University","Denton","TX","1509","2968645.98"
"10019","The University of Texas Southwestern Medical Center at Dallas","Dallas","TX","52","89680"
"3662","The Victoria College","Victoria","TX","945","1659411.72"
"3647","Trinity University","San Antonio","TX","254","493936"
"3572","Trinity Valley Community College","Athens","TX","1176","2004393.0900000001"
"3648","Tyler Junior College","Tyler","TX","2664","4930223.5700000003"
"3651","UNIVERSITY OF DALLAS","Irving","TX","283","553269.95999999996"
"3652","University of Houston","Houston","TX","7012","14346757.5"
"3612","University Of Houston - Downtown","Houston","TX","2648","5110650"
"13231","University of Houston - Victoria","Victoria","TX","284","476501"
"11711","University of Houston-Clear Lake","Houston","TX","859","1596672.5"
"3588","University of Mary Hardin-Baylor","Belton","TX","865","1634564"
"3594","University of North Texas","Denton","TX","4051","7863591.9500000002"
"9768","University of North Texas Health Science Center at Fort Worth","Fort Worth","TX","3","5778"
"3654","University of Saint Thomas","Houston","TX","365","740222.5"
"3658","UNIVERSITY OF TEXAS - AUSTIN","Austin","TX","6628","12928461.539999999"
"3661","University of Texas - El Paso","El Paso","TX","5427","11405692.720000001"
"3599","University of Texas - Pan American","Edinburg","TX","6257","13897386.460000001"
"3656","University of Texas at Arlington","Arlington","TX","3315","6211239.0199999996"
"30646","UNIVERSITY OF TEXAS AT BROWNSVILLE","Brownsville","TX","5726","12179006.23"
"9741","UNIVERSITY OF TEXAS AT DALLAS","Richardson","TX","1123","2144601"
"13956","University of Texas Health Science Center at Houston","Houston","TX","49","107484"
"3659","University of Texas Health Science Center at San Antonio","San Antonio","TX","259","529783.28000000003"
"13976","University of Texas Medical Branch","Galveston","TX","130","261912"
"9930","University of Texas of the Permian Basin","Odessa","TX","791","1548300"
"10115","University of Texas San Antonio","San Antonio","TX","5229","9659999.6799999997"
"11163","University of Texas, Tyler","Tyler","TX","906","1663694.9399999999"
"3578","University of the Incarnate Word","San Antonio","TX","1264","2025152"
"10060","Vernon Regional Junior College","Vernon","TX","768","1254375.6100000001"
"3663","Wayland Baptist University","Plainview","TX","1099","1603288.5"
"3664","Weatherford College","Weatherford","TX","803","1291430.98"
"3665","West Texas A & M University","Canyon","TX","1683","3152414.2599999998"
"9549","Western Texas College","Snyder","TX","271","502195.72999999998"
"3668","Wharton County Junior College","Wharton","TX","611","1013393"
"3669","Wiley College","Marshall","TX","455","942273"
"14257","Bridgerland Applied Technology Center","Logan","UT","131","168780"
"3670","Brigham Young University","Provo","UT","8531","15903992.369999999"
"3676","College of Eastern Utah","Price","UT","945","1876525"
"15195","Davis Applied Technology Center","Kaysville","UT","235","168992.09"
"3671","Dixie State College of Utah","St George","UT","1475","2618855.6099999999"
"3672","Latter Day Saints Business College","Salt Lake City","UT","221","359819"
"15526","Ogden Weber Applied Technology Center","Ogden","UT","426","319938"
"5220","Salt Lake Community College","Salt Lake City","UT","3580","5377834.5300000003"
"3679","Snow College","Ephraim","UT","799","1541427.5"
"3678","Southern Utah University","Cedar City","UT","2358","4754790.9199999999"
"13721","Uintah Basin Applied Technology Center","Roosevelt","UT","88","149671"
"3675","University of Utah","Salt Lake City","UT","4300","7525139.3499999996"
"3677","UTAH STATE UNIVERSITY","Logan","UT","5761","11208417.5"
"4027","Utah Valley State College","Orem","UT","3566","5690577.2699999996"
"3680","WEBER STATE UNIVERSITY","Ogden","UT","3880","6799672.6699999999"
"3681","Westminster College","Salt Lake City","UT","524","951791.06000000006"
"3702","Averett College","Danville","VA","305","485149"
"6819","Blue Ridge Community College","Weyers Cave","VA","339","492170.12"
"3703","Bluefield College","Bluefield","VA","246","431368"
"10043","Bon Secours Memorial School of Nursing","Richmond","VA","21","46416"
"3704","Bridgewater College","Bridgewater","VA","245","484633.85999999999"
"4988","Central Virginia Community College","Lynchburg","VA","641","936743.80000000005"
"3706","Christopher Newport Univesity","Newport News","VA","1140","2219676"
"3705","College of William & Mary","Williamsburg","VA","481","920824.78000000003"
"9893","Community Hospital of Roanoke Valley College of Health Sciences","Roanoke","VA","175","322305"
"4996","Dabney S Lancaster Community College","Clifton Forge","VA","362","610798.71999999997"
"3758","Danville Community College","Danville","VA","707","1166547.6100000001"
"13889","Danville Regional Medical Center School of Nursing","Danville","VA","43","92384"
"3708","Eastern Mennonite University","Harrisonburg","VA","292","503840"
"3748","Eastern Shore Community College","Melfa","VA","329","531033.81000000006"
"3709","Emory & Henry College","Emory","VA","319","622322"
"3711","Ferrum College","Ferrum","VA","338","668234"
"3749","George Mason University","Fairfax","VA","3062","5589288.3200000003"
"8660","Germanna Community College","Locust Grove","VA","498","810060.52000000002"
"3713","Hampden Sydney College","Hampden Sydney","VA","115","212984"
"3714","Hampton University","Hampton","VA","1572","3295954.7400000002"
"13629","Henrico County-Saint Mary's Hospital School of Practical Nursing","Highland Springs","VA","28","45216.5"
"3715","Hollins University","Roanoke","VA","216","415287"
"3759","J Sargeant Reynolds Community College","Richmond","VA","1914","3180581.21"
"3721","James Madison University","Harrisonburg","VA","1230","2315383"
"4004","John Tyler Community College","Chester","VA","960","1359294.5900000001"
"10392","Liberty University","Lynchburg","VA","1622","2871440.9700000002"
"3719","Longwood College","Farmville","VA","615","1170405"
"8659","Lord Fairfax Community College","Middletown","VA","581","872335.93000000005"
"8592","Louise Obici Memorial Hospital","Suffolk","VA","35","52947.989999999998"
"3720","Lynchburg College","Lynchburg","VA","361","660371.04000000004"
"15347","Lynchburg General Hospital School of Nursing","Lynchburg","VA","65","132329"
"3723","Mary Baldwin College","Staunton","VA","383","704869"
"3746","Mary Washington College","Fredericksburg","VA","374","665734.72999999998"
"3724","Marymount University","Arlington","VA","486","910243.84999999998"
"9629","Mountain Empire Community College","Big Stone Gap","VA","1965","3363218.9300000002"
"17222","New Horizons Regional Educational Center","Hampton","VA","13","37225"
"5223","New River Community College","Dublin","VA","798","1353558.55"
"14108","Newport News Public Schools and Riverside Hospital","Newport News","VA","10","18676"
"16418","Norfolk Skills Center","Norfolk","VA","37","34168"
"3765","Norfolk State University","Norfolk","VA","3360","7046190.1799999997"
"3727","Northern Virginia Community College","Annandale","VA","3786","5899469.6100000003"
"3728","Old Dominion University","Norfolk","VA","3323","6465793.2599999998"
"3751","Patrick Henry Community College","Martinsville","VA","949","1496029.4399999999"
"9159","Paul D. Camp Community College","Franklin","VA","497","697753.72999999998"
"9928","Piedmont Virginia Community College","Charlottesville","VA","603","820794.91000000003"
"3732","Radford University","Radford","VA","1628","3068683.1299999999"
"3733","Randolph-Macon College","Ashland","VA","146","261022"
"3734","Randolph-Macon Woman's College","Lynchburg","VA","132","268981"
"9160","Rappahannock Community College","Glenns","VA","432","662655.84999999998"
"3707","Richard Bland College of The College of William & Mary","Petersburg","VA","182","313945"
"12903","Richmond Public School of Practical Nursing","Richmond","VA","66","141962"
"3736","Roanoke College","Salem","VA","294","549719.25"
"3739","Saint Paul's College","Lawrenceville","VA","388","822420.35999999999"
"31065","Sentara Norfolk General Hospital","Norfolk","VA","46","85177"
"3737","Shenandoah University","Winchester","VA","330","607457.97999999998"
"12744","Southside Regional Medical Center","Petersburg","VA","30","52455"
"8661","Southside Virginia Community College","Alberta","VA","1179","1893772.0700000001"
"7260","Southwest Virginia Community College","Richlands","VA","2173","3988813.8199999998"
"3742","Sweet Briar College","Sweet Briar","VA","100","178763"
"3747","The University of Virginia's College at Wise","Wise","VA","597","1211104.02"
"6871","Thomas Nelson Community College","Hampton","VA","2284","3384394.0800000001"
"3712","Tidewater Community College","Portsmouth","VA","5750","9295752.5"
"3744","University of Richmond","Richmond","VA","184","303163"
"3745","University of Virginia","Charlottesville","VA","1267","2517730.25"
"3735","Virginia Commonwealth University","Richmond","VA","3784","7582249"
"7099","Virginia Highlands Community College","Abingdon","VA","722","1237083.6299999999"
"3752","Virginia Intermont College","Bristol","VA","307","570486.52000000002"
"3753","Virginia Military Institute","Lexington","VA","171","351993"
"3754","Virginia Polytechnic Institute & State University","Blacksburg","VA","3221","5924981.6299999999"
"3764","Virginia State University","Petersburg","VA","2030","4336086"
"3766","Virginia Union University","Richmond","VA","625","1390897"
"3767","Virginia Wesleyan College","Norfolk","VA","344","629700"
"3760","Virginia Western Community College","Roanoke","VA","1277","1957443.5700000001"
"3768","Washington & Lee University","Lexington","VA","61","108025"
"26101","Washington County Adult Skill Center","Abingdon","VA","126","196934"
"15531","Woodrow Wilson Rehabilitation Center","Fishersville","VA","57","105335"
"3761","Wytheville Community College","Wytheville","VA","687","1163374.03"
